cityname,lat,lng
usa/washington/seattle/queen-anne-hill/,47.6331,-122.3628
usa/washington/seattle/south-park/,-122.3208,47.53091
usa/washington/shelton/w-franklin/,47.21355,-123.10081
usa/washington/spokane/augusta-ave/,47.672482,-117.36485
usa/washington/spokane/college-street/,47.663,-117.4283
usa/washington/spokane/e-broadway-ave/,47.663962,-117.25765
usa/washington/spokane/monroe-st/,47.69983,-117.42631
usa/washington/tacoma/alexander-ave/,47.2656,-122.385
usa/washington/tacoma/l-street/,47.18631,-122.45154
usa/washington/toppenish/yakama-tribe/,46.38024,-120.33266
usa/washington/tulalip/tulalip-tribe/,48.069,-122.275
usa/washington/twisp/glover-st/,48.36451,-120.12113
usa/washington/vancouver/fourth-plain-rd/,45.668065,-122.549247
usa/washington/wellpinit/spokane-tribe/,47.88528,-117.98865
usa/washington/wenatchee/fifth-st/,47.43061,-120.34195
usa/washington/winthrop/chewuch-rd/,48.47724,-120.19057
usa/washington/white-swan/yakama-tribe/,46.37543,-120.72932
usa/washington/yacolt/yacolt-rd/,45.86639,-122.40889
usa/washington/yakima/4th-ave/,46.59495,-120.51228
usa/washington/cheney/turnbull/,47.4164,-117.52982
usa/washington/harrah/yakama-tribe/,46.4452069,-120.438234
usa/washington/vancouver/ne-vancouver/,45.61071,-122.535634
usa/washington/seattle/10th-and-weller/,47.597222,-122.319722
usa/washington/chelan/woodin-ave/,47.83861,-120.02306
usa/washington/naches/hwy-12/,46.7297583,-120.7038697
usa/washington/vancouver-ne-84th-ave/,45.64336,-122.58737
usa/washington/port-angeles/e-5th-st/,48.115,-123.436434
usa/washington/taholah/quinault-tribe/,47.33976,-124.29178
usa/washington/colville/e-1st-st/,48.54469,-117.903222
usa/washington/sunnyside/s-16th-st/,46.32033,-119.9981
usa/washington/mobile_e-wenatchee/,47.41013,-120.281052
usa/washington/anacortes-202-avenue/,48.52059,-122.61428
usa/washington/bellevue/se-12th-st/,47.600863,-122.148397
texas/houston/baytown/,29.7706975,-95.0312316
texas/houston/park-place/,29.686389,-95.294722
texas/houston/seabrook-friendship-park/,29.5830473,-95.0155437
texas/houston/conroe-relocated/,30.3503017,-95.4251278
texas/houston/houston-east/,29.7679707,-95.2205867
texas/san-antonio/calaveras-lake/,29.2753812,-98.3116919
texas/san-antonio/heritage-middle-school/,29.3529047,-98.3328207
texas/san-antonio/old-hwy-90/,29.4239327,-98.5805051
texas/san-antonio/palo-alto/,29.3328029,-98.5513964
texas/san-antonio/san-antonio-northwest/,29.51509,-98.620166
texas/san-antonio/selma/,29.5877306,-98.3124785
texas/el-paso/socorro-hueco/,31.6675,-106.288
texas/corpus-christi/national-seashore/,27.4269883,-97.2987037
texas/beaumont/beaumont-mary/,-94.09093,30.06717
texas/midland/odessa-gonzales/,31.8702534,-102.3347563
texas/houston/galveston-99th-street/,29.2544736,-94.8612886
texas/waco/waco-mazanec/,31.6530743,-97.0706982
texas/laredo/world-trade-bridge/,-99.533333,27.599444
texas/amarillo/amarillo-a-m/,35.2015839,-101.9092481
texas/houston/clinton/,29.7337263,-95.2575931
texas/houston/houston-deer-park--2/,29.670025,-95.1285077
texas/houston/houston-aldine/,29.901037,-95.3261248
texas/el-paso/ascarate-park-se/,31.7467425,-106.4027843
texas/el-paso/el-paso-chamizal/,31.7656976,-106.4552204
texas/el-paso/el-paso-utep/,31.7682914,-106.5012595
texas/harlingen/mission/,26.2262097,-98.291069
texas/corpus-christi/dona-park/,27.8118142,-97.4657005
texas/beaumont/hamshire/,29.8639525,-94.3177999
texas/beaumont/setrpc-42-mauriceville/,30.1946263,-93.8672095
texas/harlingen/brownsville/,25.8925176,-97.4938295
texas/midland/odessa-hays-elementary-school/,31.8365747,-102.3420368
texas/houston/kingwood/,30.0584604,-95.1897514
texas/austin/austin-audubon-society/,30.4831681,-97.8723005
texas/austin/austin-northwest/,30.3544356,-97.7602554
texas/beaumont/port-arthur-memorial-school/,29.9229186,-93.9090282
texas/harlingen/isla-blanca-park/,26.0696153,-97.1621996
texas/tyler/karnack/,32.6689873,-94.1674569
texas/laredo/eagle-pass/,28.704607,-100.4511555
texas/austin/austin-webberville-rd/,-97.7128831,30.2632079
texas/lubbock/lubbock-pm25/,33.590764,-101.8504185
texas/austin/zavala-elementary/,30.2583319,-97.7203007
texas/austin/fayette-county/,29.9624745,-96.7458748
texas/lubbock/lubbock-12th-street/,33.58553,-101.78698
texas/bowie/texarkana-new-boston/,33.436111,-94.07778
usa/alaska/mat-su/palmer/,-149.104,61.599
usa/alaska/mat-su/wasilla/,,
usa/alaska/anchorage/garden/,61.205861,-149.8246
usa/alaska/anchorage/parkgate/,61.3267,-149.569707
usa/alaska/tudor/,,
usa/alaska/mat-su/butte/,61.534163,-149.031655
usa/alaska/anchorage/dhhs/,,
usa/alaska/north-pole-water/,,
usa/alaska/fnsb-rams/,64.823093,-147.897291
usa/alaska/floyd-dryden/,58.388889,-134.565556
usa/alaska/fnsb-ncore/,64.8458,-147.72727
usa/alaska/fnsb-np-fire/,64.762742,-147.310234
usa/alaska/fairbanks/npwstil/,64.746627,-147.353268
usa/alaska/anchorage/laurel/,-149.8344237,61.1744921
usa/alaska/fairbanks/artisans/,64.861023,-147.78569
usa/newjersey/brigantine/,39.464872,-74.448736
usa/newjersey/columbia/,40.924607,-75.067825
usa/newjersey/elizabeth-trailer/,40.64144,-74.20836
usa/newjersey/ewing/,40.26957195,-74.80453491
usa/newjersey/flemington/,40.51527,-74.80666
usa/newjersey/jersey-city-fh/,-74.05229,40.72545
usa/newjersey/millville/,39.42227,-75.0252
usa/newjersey/newark-firehouse/,-74.1928,40.72102
usa/newjersey/new-brunswick/,40.47279,-74.42251
usa/newjersey/rahway-pm/,40.6041,-74.27517
usa/newjersey/rider-university/,40.28308,-74.74264
usa/newjersey/rutgers-university/,40.46218,-74.42944
usa/newjersey/south-camden/,39.923969,-75.122317
usa/newjersey/ft-lee-near-road/,40.85355,-73.9661
boston/,42.3584308,-71.0597732
usa/massachusett/boston/north-end/,42.3631,-71.0542
usa/massachusett/milton/blue-hill-observatory/,42.211674,-71.113864
usa/massachusett/brockton/,42.065119,-71.012686
usa/massachusett/haverhill/consentino-school/,42.77077,-71.102259
usa/massachusett/lynn/water-treatment-plant/,42.474671,-70.971358
usa/massachusett/pittsfield/south-street/,42.447781,-73.254232
usa/massachusett/springfield/liberty-st/,42.108581,-72.590614
usa/massachusett/worcester/summer-st/,42.263877,-71.794186
usa/massachusett/boston/roxbury/,-71.0825,42.3294
usa/massachusett/boston/von-hillern/,42.325184,-71.05608
usa/massachusett/ware/,42.298279,-72.333904
usa/massachusett/greenfield/hs/,42.605849,-72.596702
utah/box-elder/,41.492802,-112.0187
utah/cache/,41.731201,-111.837502
utah/washington/,37.179,-113.3052
utah/uintah/,40.4525801,-109.5094572
utah/duchesne/,-110.4029329,40.1632913
utah/tooele/,40.539299,-112.299797
utah/weber/,-111.975197,41.206402
utah/utah/,40.253502,-111.6632
utah/salt-lake-city/,40.733501,-111.871696
utah/davis/,40.9628845,-112.0953297
utah/lindon-provo/,40.3414,-111.7136
georgia/athens/,33.945833,-83.372222
georgia/south-dekalb/,33.68797,-84.29048
georgia/yorkville/,33.9285,-85.04534
georgia/augusta/,33.433349,-82.022217
georgia/warner-robins/,32.6056,-83.5979
georgia/gainesville/,34.3003,-83.8139
georgia/rome/,34.26054,-85.32333
georgia/rossville/,34.9789,-85.3009
georgia/albany/,31.576917,-84.100194
georgia/confederate-ave./,33.720192,-84.357056
georgia/gwinnett-tech/,33.96127,-84.06901
georgia/mcdonough/,33.4347,-84.1617
georgia/newnan/,33.40404,-84.745988
georgia/columbus-airport/,32.521302,-84.944795
georgia/macon/,32.805408,-83.543521
georgia/lathrop/,32.090457,-81.130378
georgia/valdosta/,-83.2933,30.8486
usa/hawaii/kapolei/,21.32374479,-158.0886127
usa/hawaii/ocean-view/,19.117561,-155.77813
usa/hawaii/honolulu/,21.30758,-157.85542
usa/hawaii/pahala/,19.2039,-155.4801833
usa/hawaii/hilo/,19.71756222,-155.1105295
usa/hawaii/pearl-city/,-157.969126,21.39283293
usa/hawaii/kihei/,20.78099679,-156.4463732
usa/hawaii/sand-island/,21.30383819,-157.8711711
usa/hawaii/mountain-view/,-155.102028,19.555444
usa/hawaii/niumalu/,21.9495,-159.365
usa/hawaii/paia/,-156.370344,20.902031
usa/hawaii/pahoa_high/,19.491039,-154.94225
usa/hawaii/haas_school/,-154.9444,19.501
usa/hawaii/leilani/,19.46398872,-154.898
usa/clark-county/boulder-city/,35.978125,-114.846298
usa/clark-county/jean/,35.785671,-115.357048
usa/clark-county/paul-meyer/,36.106372,-115.253352
usa/clark-county/walter-johnson/,36.169751,-115.263025
usa/clark-county/palo-verde/,36.173416,-115.332714
usa/clark-county/joe-neal/,36.270583,-115.238256
usa/clark-county/jerome-mack/,36.141895,-115.078725
usa/clark-county/sunrise-acres/,36.163959,-115.113916
usa/clark-county/jd-smith/,36.19126,-115.12293
usa/clark-county/las-vegas-paiute/,36.357796,-115.361355
usa/idaho/grangeville/,45.931389,-116.11528
usa/idaho/pocatello--g-g/,42.87667,-112.45972
usa/idaho/idaho-city/,43.823017,-115.838557
usa/idaho/lancaster/,47.788827,-116.804419
usa/idaho/lewiston/,46.408352,-116.992533
usa/idaho/moscow/,-116.95918,46.721932
usa/idaho/st-lukes-meridian/,43.600699,-116.347853
usa/idaho/ketchum/,43.682489,-114.371231
usa/idaho/boise-fire-station--5/,43.618889,-116.213611
usa/idaho/pocatello-g---g/,42.87667,-112.44
usa/idaho/salmon/,45.181897,-113.890285
usa/idaho/paul-elementary/,42.607575,-113.785297
usa/idaho/potlatch/,46.921,-116.89625
usa/idaho/rexburg/,43.809486,-111.800475
usa/idaho/weiser-high-school/,44.261694,-116.979172
usa/idaho/plummer/,-116.885902,47.3386
usa/idaho/bonners-ferry/,48.70555,-116.368967
usa/idaho/pinehurst/,47.536712,-116.236867
usa/idaho/st-maries/,47.316858,-116.570627
usa/idaho/sandpoint/,48.292122,-116.556669
usa/idaho/nampa/,43.58031,-116.562676
usa/idaho/rock-creek/,42.56505,-114.494767
usa/idaho/cottonwood/,46.061322,-116.3467
usa/idaho/st.-lukes-ncore/,43.599083,-116.34843
usa/idaho/pocatello/,42.87667,-112.45972
usa/idaho/sandpoint25-uofi/,48.292122,-116.556669
usa/idaho/sandpoint10-uofi/,-116.556669,48.292122
usa/idaho/pine/,47.536712,-116.236867
usa/idaho/st-lukes-site/,43.600699,-116.347853
usa/idaho/bonners-ferry-kootenai/,-116.368967,48.70555
usa/idaho/juliaetta/,46.578731,-116.708958
usa/idaho/lapwai_trex/,46.3972,-116.8062
usa/idaho/reubens_trex/,46.3349,-116.535797
usa/idaho/kamiah_trex/,46.2094,-116.0275
usa/idaho/twin/,42.563975,-114.446447
usa/idaho/porthill/,48.995911,-116.509953
usa/idaho/franklin/,42.013333,-111.80916
usa/idaho/caribou-hospital-soda-sprgs/,42.65167,-111.61472
usa/idaho/shoshone-bannock-tribes/,42.589833,-112.458889
usa/michigan/bay-city/,43.5944677,-83.8888647
usa/michigan/dearborn/,42.3222599,-83.1763145
usa/michigan/detroit-w-lafayette/,42.3205673,-83.0746799
usa/michigan/flint/,43.0125274,-83.6874562
usa/michigan/grand-rapids/,42.9633599,-85.6680863
usa/michigan/houghton-lake/,44.314739,-84.7647496
usa/michigan/kalamazoo/,42.2917069,-85.5872286
usa/michigan/lansing/,42.732535,-84.5555347
usa/michigan/port-huron/,42.9708634,-82.4249142
usa/michigan/sault-ste-marie/,46.521858,-84.3460896
usa/michigan/seney/,46.3454921,-85.9465471
usa/michigan/tecumseh/,42.0039331,-83.9449417
usa/michigan/ypsilanti/,42.2411499,-83.6129939
usa/virginia/aurora-hills-visitor-center/,38.8577,-77.05922
usa/virginia/ashburn-broad-run-high-school/,39.02473,-77.48925
usa/virginia/shirley-plantation/,37.34438,-77.25925
usa/virginia/albemarle-high-school/,38.07657,-78.50397
usa/virginia/beach-road-vdot/,37.35748,-77.59355
usa/virginia/fredericksburg-geomagnetic-observatory/,-77.37742,38.20087
usa/virginia/sumerduck-c.-phelps-wildlife-mgmt-area/,38.47367,-77.76772
usa/virginia/lee-district-park-fairfax-county/,38.77335,-77.10468
usa/virginia/frederick-co.-public-school-maint.-dept./,-78.08157,39.28101
usa/virginia/nasa-langley-research-center/,37.103733,-76.387017
usa/virginia/hanover/,37.60613,-77.2188
usa/virginia/luray-caverns-airport/,38.66373,-78.50442
usa/virginia/long-park-haymarket/,38.85287,-77.63462
usa/virginia/natural-bridge-station/,37.62668,-79.51257
usa/virginia/harrisonburg-vdot/,38.47753,-78.81952
usa/virginia/rural-retreat/,36.89117,-81.25423
usa/virginia/shenandoah-national-park-big-meadows/,38.5228,-78.43487
usa/virginia/widewater-elem.-school-widewater/,38.48123,-77.3704
usa/virginia/tidewater-community-college/,36.90118,-76.43808
usa/virginia/va-tech-agricultural-research-center/,36.66525,-76.73078
usa/virginia/herman-l.-horn-elementary-school/,37.28342,-79.88452
usa/virginia/msic-mathscience-innovation-center/,-77.40027,37.55652
usa/pennsylvania/altoona/,40.515,-78.3889
usa/pennsylvania/arendtsville/,39.9233,-77.3081
usa/pennsylvania/bristol/,40.107201,-74.882202
usa/pennsylvania/carlisle/,-77.1867,40.2464
usa/pennsylvania/charleroi/,40.1469,-79.9033
usa/pennsylvania/chester/,39.8356,-75.3725
usa/pennsylvania/erie/,42.1428,-80.0372
usa/pennsylvania/farrell/,41.215,-80.485
usa/pennsylvania/florence/,-80.42,40.4447
usa/pennsylvania/freemansburg/,40.6281,-75.3411
usa/pennsylvania/greensburg/,40.3053,-79.5061
usa/pennsylvania/harrisburg/,40.246992,-76.846988
usa/pennsylvania/hershey/,40.2722,-76.6814
usa/pennsylvania/holbrook/,39.8553545,-80.3136803
usa/pennsylvania/johnstown/,-78.9158,40.3097
usa/pennsylvania/kittanning/,40.8142,-79.565
usa/pennsylvania/lancaster/,40.0467,-76.2833
usa/pennsylvania/lancaster-downwind/,40.0439,-76.1125
usa/pennsylvania/lebanon/,40.33733,-76.383446
usa/pennsylvania/montoursville/,-76.9239,41.2508
usa/pennsylvania/nazareth/,40.740375,-75.3096237
usa/pennsylvania/new-castle/,-80.3467,40.9958
usa/pennsylvania/new-garden-airport/,39.8344,-75.7678
usa/pennsylvania/norristown/,-75.3092,40.1122
usa/pennsylvania/reading-airport/,-75.9686,40.3833
usa/pennsylvania/scranton/,41.4428,-75.6231
usa/pennsylvania/state-college/,40.8114,-77.8769
usa/pennsylvania/swiftwater/,41.083099,-75.3283
usa/pennsylvania/tioga-county/,41.7649466,-77.2864879
usa/pennsylvania/towanda/,41.705226,-76.512726
usa/pennsylvania/washington/,40.17,-80.2617
usa/pennsylvania/wilkes-barre/,41.2459149,-75.8813075
usa/pennsylvania/york/,-76.6994,39.9653
usa/pennsylvania/marcus-hook/,-75.413973,39.818715
usa/wisconsin/appleton-aal/,44.3069,-88.3956
usa/wisconsin/chiwaukee/,-87.8111,42.5047
usa/wisconsin/devils-lake/,43.4356,-89.6803
usa/wisconsin/eau-claire-dot/,44.761,-91.143
usa/wisconsin/green-bay-e-high/,44.5167,-87.9939
usa/wisconsin/harrington-bch/,-87.81,43.4981
usa/wisconsin/horicon/,43.46611,-88.621109
usa/wisconsin/lacrosse-dot/,43.7781,-91.225
usa/wisconsin/madison-east/,43.0730517,-89.4012302
usa/wisconsin/milw-16th--st/,43.0604305,-87.9326396
usa/wisconsin/milw-college-ave/,42.9301462,-87.8989714
usa/wisconsin/milw-ser-dnr/,43.7844397,-88.7878678
usa/wisconsin/perkinstown/,45.2066,-90.5969
usa/wisconsin/potawatomi/,45.5639,-88.81
usa/wisconsin/potosi/,42.692131,-90.696373
usa/wisconsin/wauk-cleveland/,-87.7473085,43.9149942
usa/maricopa/south-phoenix/,33.40305556,-112.0752778
usa/maricopa/north-phoenix/,33.56027778,-112.0661111
usa/maricopa/durango-complex/,33.42638889,-112.1180556
usa/maricopa/tempe/,33.41111111,-111.9347222
usa/maricopa/west-phoenix/,33.48361111,-112.1425
usa/maricopa/glendale/,33.56916667,-112.1913889
usa/maricopa/mesa/,33.41027778,-111.865
usa/maricopa/diablo/,33.39583333,-111.9677778
usa/pima-county/geronimo/,32.251846,-110.965296
usa/pima-county/rose-elementary/,32.172997,-110.980115
usa/pima-county/coachline/,32.380816,-111.127157
usa/pima-county/childrens-park-ncore/,32.295142,-110.982296
usa/new-mexico/chaparral/,32.04111,-106.40917
usa/new-mexico/west-mesa/,32.27793,-106.86435
usa/new-mexico/taos-fire-station/,36.38333,-105.58333
usa/new-mexico/holman-rd/,32.42472,-106.67417
usa/new-mexico/carlsbad/,32.38,-104.26222
usa/new-mexico/deming-airport/,32.255833,-107.72266
usa/new-mexico/santa-teresa/,31.78778,-106.68278
usa/new-mexico/anthony/,32.00361,-106.59917
usa/new-mexico/hobbs-jefferson/,32.72683,-103.12298
usa/new-mexico/desert-view/,31.79611,-106.58389
usa/new-mexico/santa-fe-airport/,35.61975,-106.07968
usa/florida/bay/st.-andrews-state-park/,30.13055556,-85.73138889
usa/florida/brevard/melbourne/,28.05361111,-80.62861111
usa/florida/broward/vista-view-park/,26.07305556,-80.33888889
usa/florida/collier/laurel-oak-elementary/,26.26972222,-81.71111111
usa/florida/columbia/lake-city-veterans-domicile/,30.17805556,-82.61916667
usa/florida/duval/sheffield-elementary/,30.47694444,-81.58666667
usa/florida/duval/mandarin-rd-site/,30.13583333,-81.63416667
usa/florida/duval/mayo-clinic/,30.26027778,-81.45361111
usa/florida/escambia/ellyson-industrial-park/,30.52527778,-87.20361111
usa/florida/hamilton/white-springs/,30.42611111,-82.79527778
usa/florida/hillsborough/usmc-reserve-center/,27.89305556,-82.53833333
usa/florida/hillsborough/sydney/,27.96583333,-82.23055556
usa/florida/holmes/bonifay-tri-county-airport/,30.84472222,-85.605
usa/florida/marion/ocala-ymca/,29.17138889,-82.09472222
usa/florida/martin/stuart/,27.1725,-80.24055556
usa/florida/miami-dade/miami-fire-station-station--5/,25.79472222,-80.21555556
usa/florida/miami-dade/homestead-fire-station-station--16/,25.47194444,-80.48277778
usa/florida/nassau/yulee/,30.62666667,-81.53583333
usa/florida/okaloosa/fort-walton-beach/,30.42666667,-86.66611111
usa/florida/orange/lake-isle-estates-winter-park/,28.59638889,-81.3625
usa/florida/palm-beach/belle-glade/,26.72416667,-80.66333333
usa/florida/palm-beach/wastewater-treatment-plant-royal-palm-beach/,26.73083333,-80.23388889
usa/florida/polk/baptist-childrens-home/,28.02888889,-81.97222222
usa/florida/santa-rosa/woodlawn-beach-middle-school/,-87.00805556,30.39416667
usa/florida/sarasota/bee-ridge-park/,27.29055556,-82.50722222
usa/florida/sarasota/paw-park/,-82.47944444,27.35
usa/florida/seminole/seminole-community-college/,28.74611111,-81.31055556
usa/florida/volusia/daytona-blind-services/,-81.0525,29.20666667
usa/florida/wakulla/st.-marks-wildlife-refuge/,-84.16111111,30.0925
usa/florida/citrus/crystal-river-preserve/,28.95861111,-82.64222222
usa/florida/lee/winkler-pump-station/,26.60166667,-81.87805556
usa/florida/putnam/palatka-barge-port/,29.68666667,-81.65638889
usa/florida/alachua/paynes-prairie-state-park/,29.54472222,-82.29611111
usa/florida/pinellas/azalea-park/,27.79111111,-82.74
usa/florida/pinellas/john-chesnut-sr.-park-east-lake/,28.09,-82.70055556
